Title,Content,Country,Type,year,country,Image,
Τα δώρα της αγάπης μας στα παιδιά και στους συνανθρώπους μας στο Μπουρούντι της Αφρικής.,"Με ιδιαίτερη χαρά συναντήσαμε τον Επίσκοπο Μπουρούντι Ρουάντα κ. Ιννοκέντιο στην Αθήνα, την Τετάρτη 15 Μαίου.
Μας μίλησε, για το μεγάλο Ιεραποστολικό έργο που γίνεται στις χώρες αυτές και στις γειτονικές χώρες και νιώσαμε τόσο όμορφα!
Αγαπάμε τον π. Ιννοκέντιο για το έργο του και γιατί μας βοηθά να κάνουμε πράξη τα όνειρα των '' Άνθρώπων αγάπης "" στα παιδιά και στους συνανθρώπους μας στις χώρες αυτές.
Δώσαμε χρήματα στον π. Ιννοκέντιο για την αγορά φασολιών, που είναι το κυρίως φαγητό τους, στις 4 χριστιανικές κοινότητες στο Μπουρούντι.",Ελλάδα,News,2019,Ελλάδα,,
Επίσκεψη στις Φυλακές Αυλώνας,"Η Πρόεδρος των ""Ανθρώπων αγάπης"", εθελοντές και παιδιά από την ομάδα νέων της Μητρόπολης Μεσογαίας και Λαυρεωτικής, πραγματοποιήσαμε επίσκεψη στις Φυλακές Αυλώνας την Τρίτη 23 Απριλίου στις 10.00π.μ.
Προσφέραμε στα παιδιά που συναντήσαμε τα δώρα μας και μιλήσαμε αρκετή ώρα μαζί τους.
Μετά συναντήσαμε τους υπεύθυνους των Φυλακών και συμφωνήσαμε, οι ""Άνθρωποι αγάπης"" και η ομάδα νέων της Μητρόπολης, να προσφέρουμε για τα παιδιά, δύο τηλεοπτικά κανάλια της "" Nονα "" , για δύο χρόνια, για να βλέπουν προγράμματα και επιλεγμένες ταινίες στις ελεύθερες ώρες τους. Νιώσαμε όλοι δυνατή χαρά!",Ελλάδα,News,2019,Ελλάδα,,
Συναυλία Αλληλεγγύης στο θέατρο Πέτρας,"Σας προσκαλούμε στην συναυλία που θα γίνει την Τρίτη 4/6/2019 και ώρα 6.00μ.μ. στο Θέατρο Πέτρας για να ενισχύσουμε το έργο των Οργανώσεων ""Άνθρωποι αγάπης"" και ""Ο Άλλος Άνθρωπος""",Ελλάδα,News,2019,Ελλάδα,001.jpg,
Πασχαλινές ευχές,"Ο υπέροχος Θεός μας ,
ο Ιησούς Χριστός,
έχυσε το τίμιο αίμα Του πάνω στον σταυρό,
για όλους τους ανθρώπους.
Τι μεγάλη τιμή για μας!
Καλή Ανάσταση!",Ελλάδα,News,2019,Ελλάδα,stayrosis.jpg,
«ΜΕΡΕΣ ΒΡΟΧΗΣ» - Μια εκδήλωση – αφιέρωμα στον συνάνθρωπο,"Με μεγάλη επιτυχία έγινε η προβολή της συγκλονιστικής ταινίας ""Μέρες βροχής"" του Αλεσσάνδρο Σπηλιωτόπουλου, στο Παγκόσμιο Πολιτιστικό Ίδρυμα Ελληνισμού της Διασποράς του Δήμου Νέας Φιλαδέλφειας – Νέας Χαλκηδόνας τη Δευτέρα 15 Απριλίου 2019 με τη συνεργασία των ""Ανθρώπων αγάπης"" και του Κέντρου Προσχολικής Αγωγής «Ήλιος».
Ευχαριστούμε για τη φιλοξενία το Δήμο Νέας Φιλαδέλφειας-Νέας Χαλκηδόνας και όλους τους καλούς μας φίλους που ευγενικά προσέφεραν τρόφιμα για το κοινωνικό παντοπωλείο του δήμου.

Ιδιαίτερα ευχαριστούμε το σκηνοθέτη κ.Σπηλιοτώπουλο και την καταξιωμένη συνθέτρια κ.Έλενα Παυλέα με τους άξιους συνεργάτες της.",Ελλάδα,News,2019,Ελλάδα,57056122_319116418724646_147044914117476352_n.jpg,
Πρόσκληση σε ομιλία με τον Αρχιμανδρίτη π.Ανδρέα Κονάνο ,Η είσοδος είναι ανοικτή και ελεύθερη με ηλεκτρονική δήλωση συμμετοχής  στο www.xatzivei.gr.,Ελλάδα,News,2019,Ελλάδα,001.jpg,
Πρόσκληση για παρουσίαση βιβλίου,,Ελλάδα,News,2019,Ελλάδα,συρία.jpg,
"3η Προβολή ταινίας ""Μέρες βοχής""","Με μεγάλη επιτυχία έγινε η 3η προβολή της ταινίας ""Μέρες βροχής"" την Κυριακή 17 Μαρτίου στη Σχολή Χατζήβεη με πρωτοβουλία των ""Ανθρώπων αγάπης"".

Η ταινία του Αλεσσάνδρο Σπηλιωτόπουλου , μια ταινία πλημμυρισμένη με μηνύματα ανθρωπιάς, αγάπης και προσφοράς στον συνάνθρωπο, καθώς και η θαυμάσια μουσική της συνθέτριας Έλενας Παυλέα και των άξιων συνεργατών της, ενθουσίασε όλους τους καλεσμένους μας. Και ήταν τόσοι πολλοί.
Ευχαριστούμε όλους τους καλούς μας φίλους που ήταν κοντά μας εκείνο το όμορφο βράδυ και ακόμα τους ευχαριστούμε τα τρόφιμα που πρόσφεραν για τα φτωχά παιδιά του 28ου Δημοτικού σχολείου στο Μενίδι.",Ελλάδα,News,2019,Ελλάδα,,
Αποκριάτικη γιορτή με τα παιδιά του 28ου Δημοτικού σχολείου στο Μενίδι,"Σε συνεργασία με την Οργάνωση ""Ο άλλος άνθρωπος, Κοινωνική κουζίνα"", γιορτάσαμε με τα παιδιά του 28ου Δημοτικού σχολείου στο Μενίδι τις απόκριες. Μαζί μας ο αγαπημένος των παιδιών κ.Στέφανος Γανωτής και όλοι οι εκπαιδευτικοί του σχολείου. Προσφέραμε μικρά δώρα, χορέψαμε, τραγουδήσαμε και γευτήκαμε όλοι το ωραίο φαγητό που μαγείρεψε ο κ.Κωνσταντίνος από την οργάνωση ""Ο άλλος άνθρωπος"". Δώσαμε ευχές για καλή Σαρακοστή  και την υπόσχεση να βρεθούμε ξανά όλοι μαζί, σε μια μεγάλη γιορτή, με όλα τα παιδιά, στο τέλος της σχολικής χρονιάς.",Ελλάδα,News,2019,Ελλάδα,IMG_5993.JPG,
Δώρα αγάπης για τα παιδιά της Αφρικής,"Με τη βοήθεια του καλού μας Επισκόπου Μπουρούντι-Ρουάντα κ.Ιννοκέντιου, στείλαμε για τον μήνα Μάρτιο, τα δώρα της αγάπης μας στα παιδιά και τους συνανθρώπους μας στις χώρες τις Αφρικής:
Μπουρούντι - Ουγκάντα - Κογκό
Στείλαμε χρήματα για την αγορά φασολιών, για τος φτωχές οικογένειες στις χριστιανικές κοινότητες που βοηθάμε και χρήματα για τα φτωχά και ορφανά παιδιά του π.Βασίλειου στην πόλη Μπουζουμπούρα.
Στην πόλη Ουβίρα στο Κογκό, στείλαμε χρήματα για το πρωινό των 1.400 μαθητών του σχολείου που βοηθάμε",Μπουρουντι,News,2019,Μπουρουντι,DSC_0313.JPG,
Δεύτερη προβολή της ταινίας «Μέρες βροχής»  ,"Η 2η προβολή της ταινίας «Μέρες βροχής» πραγματοποιήθηκε με μεγάλη επιτυχία στο σινεμά «Νέα Ελβετία» από τις Κοινωνικές δομές του Δήμου Βύρωνα στις 20/2/2019  με σκοπό τη συγκέντρωση τροφίμων για το Κοινωνικό Παντοπωλείο του Δήμου.

Οι υπεύθυνοι από τις Κοινωνικές δομές του Δήμου, μάς έστειλαν το παρακάτω γράμμα κι εμείς τους ευχαριστούμε με όλη μας την καρδιά για τα όμορφα λόγια τους και την καλή μας συνεργασία που ελπίζουμε να συνεχιστεί και στο μέλλον.

Αξιότιμε πρόεδρε κα Χατζήβεη και ΔΣ μελών της φιλανθρωπικής οργάνωσης,
Με την παρούσα επιστολή θα θέλαμε να σας ευχαριστήσουμε θερμά για την ευγενική σας διάθεση να συμβάλλετε με τη συμμετοχή σας στην υλοποίηση της δράσης που πραγματοποιήθηκε την Τετάρτη στις 20-2-2019 στο Δημοτικό Κινηματογράφο ""Νέα Ελβετία"" με σκοπό τη συγκέντρωση τροφίμων.
Σας υπενθυμίζουμε πως η συνεργασία μας στο πλαίσιο λειτουργίας των δομών είναι σημαντική για την δημιουργία κοινωνικών δραστηριοτήτων που ο στόχος τους είναι διττός: αφενός, η ευαισθητοποίηση των κατοίκων για το έργο που επιτελείτε και αφετέρου, η συγκέντρωση τροφίμων για την ενίσχυση των κοινωνικών αυτών δομών.

Σας διαβεβαιώνουμε ότι σε μια ιδιαίτερα δύσκολη περίοδο, η κοινωνική σας προσφορά ήταν ουσιαστική διότι μέσω της εκδήλωσης συγκεντρώθηκαν τρόφιμα από τους παρευρισκομένους για να καλυφθούν οι ανάγκες 170 οικογενειών που επωφελούνται από τις υπηρεσίες της Δομής Κοινωνικού Παντοπωλείου και 160 άπορων κατοίκων του δήμου που επωφελούνται από τις υπηρεσίες της Δομής Παροχής Συσσιτίου.
Ευελπιστούμε να σας έχουμε αρωγούς στο έργο μας και στο μέλλον, αναγνωρίζοντας την κοινωνική σας ευθύνη για θέματα Αλληλεγγύης και προσφοράς.",Ελλάδα,News,2019,Ελλάδα,meres vroxis.jpg,
 Μια όμορφη ταινία με τίτλο «Μέρες βροχής»  ,"Οι «Άνθρωποι αγάπης» υποστήριξαν την ταινία του Αλεσσάνδρο Σπηλιωτόπουλου «Μέρες βροχής». Μια ενδιαφέρουσα ταινία για τους νεοάστεγους, με όμορφη μουσική, φωτογραφία, με πολλά μηνύματα για αγάπη και προσφορά.
Όλοι οι συντελεστές της ταινίας δούλεψαν εθελοντικά όπως και οι πρωταγωνιστές. Όμορφοι άνθρωποι με τρυφερή καρδιά.
Η πρώτη προβολή της ταινίας πραγματοποιήθηκε στις 17/2/2019 στο σινεμά “Studio”. Το σινεμά ήταν γεμάτο από κόσμο κυρίως από νέους. Ήταν εκεί και όλοι οι συντελεστές της ταινίας και οι θαυμάσιοι πρωταγωνιστές που μας μίλησαν με ενθουσιασμό για την ταινία. Ευχαριστούμε με την καρδιά μας τον δημιουργό της ταινίας, τους συντελεστές και όλους τους καλούς μας φίλους που ήταν μαζί μας εκείνο το βράδυ, χάρηκαν την ταινία και βοήθησαν το έργο των «Ανθρώπων αγάπης».",Ελλάδα,News,2019,Ελλάδα,Meresvroxis.jpg,
